CN_ID,IND_ID,CHQ_ID,EM2021,EM2020,EM2019,EM2018,EM2017,RU2021,RU2020,RU2019,RU2018,RU2017,EI2021,EI2020,EI2019,EI2018,EI2017,ROA2021,ROA2020,ROA2019,ROA2018,ROA2017,ROE2021,ROE2020,ROE2019,ROE2018,ROE2017,FS2021,FS2020,FS2019,FS2018,FS2017,LV2021,LV2020,LV2019,LV2018,LV2017
52,3,23,73.129252,77.642276,72.500000,63.372093,40.140845,86.940299,76.339286,78.735632,83.108108,39.855072,0.000000,0.000000,0.000000,0.000000,0.000000,0.025464,0.019452,0.023940,0.026004,0.026686,0.038510,0.029217,0.036967,0.038583,0.040982,21.134423,20.945783,20.880792,20.806600,20.832706,0.131565,0.091421,0.122967,0.144265,0.167339
53,3,23,79.251701,72.764228,68.500000,76.162791,75.352113,74.253731,71.875000,69.540230,69.594595,74.637681,0.000000,0.000000,0.000000,0.000000,0.000000,0.429921,0.061428,-0.022565,-0.047087,0.002415,0.707209,0.335695,-0.261788,-0.332406,0.012324,23.353125,22.661263,22.577389,22.244926,22.222819,0.041338,0.236143,0.294866,0.429321,0.374017
54,3,23,60.204082,38.617886,35.500000,36.627907,26.056338,76.492537,63.839286,59.195402,56.081081,58.695652,0.000000,0.000000,0.000000,0.000000,0.000000,0.401050,0.104210,0.040794,0.014511,0.033221,0.716291,0.257776,0.098983,0.032324,0.074834,22.953122,22.076036,21.797936,21.647766,21.670870,0.136977,0.261379,0.299919,0.233946,0.248101
56,1,24,22.402597,24.149660,15.853659,20.500000,21.511628,68.181818,64.552239,62.946429,18.965517,10.810811,0.000000,0.000000,0.000000,0.000000,0.000000,0.070307,0.080696,0.072043,0.153185,0.102362,0.753145,82.600000,2.619048,-0.637854,-0.277333,20.612057,20.374008,20.313220,19.712902,19.872711,0.036695,0.017585,0.132859,0.114531,0.154199
59,1,24,99.675325,97.619048,97.154472,84.500000,88.953488,98.251748,97.388060,97.767857,97.126437,96.621622,50.000000,50.000000,50.000000,50.000000,50.000000,0.057309,0.062093,0.014614,0.023645,0.035690,0.114736,0.129032,0.028643,0.037887,0.058386,23.368261,23.345492,23.342318,22.989628,23.051095,0.081656,0.089634,0.084869,0.058235,0.060080
58,2,24,38.636364,29.591837,29.674797,39.500000,41.279070,43.706294,42.910448,32.142857,29.310345,29.054054,0.000000,0.000000,0.000000,0.000000,0.000000,0.054981,0.038227,0.004283,0.045568,0.038637,0.107255,0.072199,0.008807,0.091229,0.080189,21.565591,21.585891,21.537116,21.108785,21.155475,0.228393,0.233726,0.270675,0.379671,0.395690
55,3,24,72.402597,73.809524,63.821138,19.500000,0.000000,43.006993,51.119403,33.482143,31.609195,18.243243,0.000000,50.000000,50.000000,0.000000,0.000000,0.016998,0.008593,0.006164,0.012303,0.010902,0.053503,0.028254,0.020266,0.037218,0.034087,22.257163,22.263325,22.232460,22.218001,22.252547,0.365631,0.440171,0.455114,0.430544,0.441431
57,3,24,58.116883,35.034014,37.804878,36.500000,37.790698,7.692308,7.462687,8.035714,7.471264,4.729730,50.000000,0.000000,0.000000,0.000000,0.000000,-0.044487,-0.082937,0.049104,0.074105,0.063541,-0.132444,-0.242411,0.117178,0.147213,0.140029,20.555357,20.669809,20.714209,20.465725,20.533567,0.278445,0.258041,0.277495,0.201353,0.248612
61,1,25,41.233766,45.238095,25.609756,0.000000,0.000000,28.321678,26.492537,23.214286,0.000000,0.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.070082,0.008355,0.021269,0.027476,-0.024666,0.173158,0.029315,0.130301,0.155539,-0.096651,21.907241,21.822460,21.760066,21.627721,21.160775,0.397491,0.488160,0.521129,0.555171,0.356140
63,1,25,45.129870,27.891156,30.894309,0.000000,0.000000,45.804196,35.820896,27.232143,7.471264,4.729730,0.000000,0.000000,0.000000,0.000000,0.000000,0.076563,0.059757,-0.054425,0.048899,0.019037,0.175599,0.159310,-0.163551,0.130876,0.052707,22.586298,22.519878,22.407002,22.434320,22.323756,0.249812,0.330305,0.363054,0.398390,0.405408
72,1,25,18.027211,19.918699,0.000000,0.000000,0.000000,7.462687,8.035714,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.103855,0.050379,0.083080,0.116497,0.103020,0.195553,0.096408,0.142627,0.160079,0.133948,20.834649,20.769570,20.714102,20.449112,20.355995,0.139079,0.107312,0.067960,0.062194,0.058601
81,1,25,87.987013,92.176871,86.585366,97.500000,98.255814,89.860140,89.179104,81.696429,85.632184,81.756757,50.000000,50.000000,50.000000,50.000000,50.000000,0.044491,0.059823,0.017488,0.008547,0.056430,0.153414,0.204899,0.070292,0.026187,0.152091,25.177543,25.139416,25.021055,24.719685,24.680836,0.234691,0.245286,0.292615,0.305443,0.291286
82,1,25,77.210884,74.390244,78.500000,79.651163,89.436620,84.701493,80.803571,83.333333,85.810811,90.579710,50.000000,50.000000,50.000000,50.000000,50.000000,0.185721,0.021520,0.076741,0.095789,0.101966,0.904371,2.044140,1.359045,1.585899,4.675050,24.963225,24.856959,24.781240,24.635609,24.542603,0.281032,0.348433,0.371623,0.390615,0.433976
86,1,25,0.000000,0.000000,0.000000,0.000000,0.000000,11.194030,6.140351,6.603774,14.150943,14.423077,0.000000,0.000000,0.000000,0.000000,0.000000,-0.102617,-0.037527,-0.045341,0.035022,0.035321,-0.404324,-0.111184,-0.114101,0.083024,0.082899,21.403303,21.456625,21.452772,21.536704,21.471235,0.185843,0.098874,0.098567,0.102500,0.028982
60,2,25,92.532468,56.802721,49.186992,61.500000,62.209302,61.188811,37.686567,39.732143,45.402299,43.918919,0.000000,0.000000,0.000000,0.000000,0.000000,0.037097,-0.000865,0.017058,0.034393,0.013252,0.283831,-0.005168,0.087860,0.118042,0.046332,22.887393,23.506856,23.371424,23.230423,23.257090,0.382910,0.311986,0.346404,0.318011,0.350551
62,2,25,71.088435,67.886179,64.500000,64.534884,64.084507,85.447761,87.053571,79.885057,84.459459,76.086957,50.000000,50.000000,50.000000,50.000000,50.000000,0.037703,-0.006954,-0.002651,0.022248,0.018132,0.186422,-0.039871,-0.015498,0.117072,0.073150,23.350419,23.282967,23.395712,23.314618,23.162477,0.376952,0.468492,0.464990,0.425481,0.399824
64,2,25,90.816327,89.837398,93.500000,91.279070,92.253521,77.985075,77.232143,77.586207,77.702703,86.231884,50.000000,50.000000,50.000000,50.000000,50.000000,0.093287,0.069485,0.087069,0.090092,0.054982,0.280282,0.211053,0.281144,0.263393,0.133628,24.425333,24.406957,24.367592,24.326832,24.299508,0.399324,0.409720,0.418041,0.401291,0.323792
66,2,25,94.897959,90.650407,92.500000,97.093023,99.295775,69.776119,74.553571,75.287356,93.918919,83.333333,50.000000,50.000000,50.000000,50.000000,50.000000,0.078066,0.053027,0.071777,0.073567,0.058049,0.220292,0.136096,0.179268,0.173545,0.126719,24.373742,24.359851,24.358824,24.313402,24.298725,0.344608,0.318134,0.313266,0.291399,0.255832
67,2,25,73.701299,85.374150,83.333333,83.500000,87.790698,52.797203,77.238806,59.375000,56.896552,54.729730,0.000000,0.000000,0.000000,0.000000,0.000000,0.102684,0.085724,0.095974,0.100867,0.083901,0.460631,0.315426,0.326511,0.292122,0.195124,24.874699,24.856799,24.845112,24.803292,24.780358,0.430051,0.405782,0.380264,0.353780,0.279279
68,2,25,2.597403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.064931,0.041692,0.032895,0.031186,0.040082,0.190864,0.125901,0.104733,0.100438,0.126377,23.573948,23.407816,23.321354,23.199108,23.097932,0.328049,0.283606,0.289211,0.262424,0.235299
69,2,25,26.530612,28.048780,24.500000,29.651163,0.000000,34.328358,37.053571,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.101067,0.039966,0.024216,0.041214,0.024821,0.229823,0.085808,0.052402,0.088393,0.052031,21.471221,21.299322,21.224772,21.154549,21.034890,0.082794,0.122044,0.161219,0.154363,0.151569
